"CVM - LATAM - Mexico - Internal Servers - Patch Report","05/01/2017 at 06:32:56 (GMT)"
"Zurich Financial Services","4750 Wilshire Blvd.","Annex 2","Los Angeles","California","United States of America","90010"
"91254","Windows Server 2008 R2 for x64-based Systems Service Pack 1","https://www.microsoft.com/downloads/details.aspx?FamilyID=177562b4-bc80-4199-bf03-27f243db0a4d"
"91254","Windows Server 2008 R2 for x64-based Systems Service Pack 1","https://www.microsoft.com/downloads/details.aspx?FamilyID=ea7703a3-cd1b-4ff4-a156-117fa3aafd89"
"91254","Windows Server 2008 R2 for Itanium-based Systems Service Pack 1","https://www.microsoft.com/downloads/details.aspx?FamilyID=e4bc950e-28a4-45ab-a733-bf9894f6a7ea"
"91254","Windows 8.1 for 32-bit Systems","https://www.microsoft.com/downloads/details.aspx?FamilyID=88523492-3af6-426f-8693-931b372bd725"
"91254","Windows 8.1 for 32-bit Systems","https://www.microsoft.com/downloads/details.aspx?FamilyID=00373D7A-D3D3-4DB0-BB99-D72EA71AE882"
"91254","Windows 8.1 for 32-bit Systems","https://www.microsoft.com/downloads/details.aspx?FamilyID=9BF68050-0761-4DBD-B425-69EC33C7A15B"
"91254","Windows 8.1 for x64-based Systems","https://www.microsoft.com/downloads/details.aspx?FamilyID=88523492-3af6-426f-8693-931b372bd725"
"91254","Windows 8.1 for x64-based Systems","https://www.microsoft.com/downloads/details.aspx?FamilyID=00373D7A-D3D3-4DB0-BB99-D72EA71AE882"
"91254","Windows 8.1 for x64-based Systems","https://www.microsoft.com/downloads/details.aspx?FamilyID=9BF68050-0761-4DBD-B425-69EC33C7A15B"
"91254","Windows Server 2012","https://www.microsoft.com/downloads/details.aspx?FamilyID=d9f1cc61-fd9a-467e-8f6e-6f8dc71337cf"
"91254","Windows Server 2012","https://www.microsoft.com/downloads/details.aspx?FamilyID=4020A8F4-BE3D-47D4-93C7-24CD6CEFD5A1"
"91254","Windows Server 2012","https://www.microsoft.com/downloads/details.aspx?FamilyID=9016C4C7-E692-44F1-9B8D-524357E67E3D"
"91254","Windows Server 2012 R2","https://www.microsoft.com/downloads/details.aspx?FamilyID=88523492-3af6-426f-8693-931b372bd725"
"91254","Windows Server 2012 R2","https://www.microsoft.com/downloads/details.aspx?FamilyID=00373D7A-D3D3-4DB0-BB99-D72EA71AE882"
"91254","Windows Server 2012 R2","https://www.microsoft.com/downloads/details.aspx?FamilyID=9BF68050-0761-4DBD-B425-69EC33C7A15B"
"91254","Windows 10 for 32-bit Systems","https://support.microsoft.com/kb/3163912"
"91254","Windows 10 for x64-based Systems","https://support.microsoft.com/kb/3163912"
"91254","Windows 10 Version 1511 for 32-bit Systems","https://support.microsoft.com/kb/3172985"
"91254","Windows 10 Version 1511 for x64-based Systems","https://support.microsoft.com/kb/3172985"
"91254","Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation)","https://www.microsoft.com/downloads/details.aspx?FamilyID=e4bc950e-28a4-45ab-a733-bf9894f6a7ea"
"91254","Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation)","https://www.microsoft.com/downloads/details.aspx?FamilyID=177562b4-bc80-4199-bf03-27f243db0a4d"
"91254","Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation)","https://www.microsoft.com/downloads/details.aspx?FamilyID=ea7703a3-cd1b-4ff4-a156-117fa3aafd89"
"91254","Windows Server 2012 (Server Core installation)","https://www.microsoft.com/downloads/details.aspx?FamilyID=D9F1CC61-FD9A-467E-8F6E-6F8DC71337CF"
"91254","Windows Server 2012 (Server Core installation)","https://www.microsoft.com/downloads/details.aspx?FamilyID=4020A8F4-BE3D-47D4-93C7-24CD6CEFD5A1"
"91254","Windows Server 2012 (Server Core installation)","https://www.microsoft.com/downloads/details.aspx?FamilyID=9016C4C7-E692-44F1-9B8D-524357E67E3D"
"91254","Windows Server 2012 R2 (Server Core installation)","https://www.microsoft.com/downloads/details.aspx?FamilyID=88523492-3af6-426f-8693-931b372bd725"
"91254","Windows Server 2012 R2 (Server Core installation)","https://www.microsoft.com/downloads/details.aspx?FamilyID=00373D7A-D3D3-4DB0-BB99-D72EA71AE882"
"91254","Windows Server 2012 R2 (Server Core installation)","https://www.microsoft.com/downloads/details.aspx?FamilyID=9BF68050-0761-4DBD-B425-69EC33C7A15B"
"124213","IBM WebSphere Application Server","http://www-01.ibm.com/support/docview.wss?uid=swg21970575"
"91108","Windows Vista Service Pack 2","https://www.microsoft.com/downloads/details.aspx?familyid=595bdb98-441a-441a-a7d7-317c841e0102"
"91108","Windows Vista Service Pack 2","https://www.microsoft.com/downloads/details.aspx?familyid=8f2c4237-4a43-43ca-915a-1d271995a5d8"
"91108","Windows Vista Service Pack 2","https://www.microsoft.com/downloads/details.aspx?familyid=6bf0ad5d-2664-4ddb-8ad6-887ac82ba618"
"91108","Windows Vista Service Pack 2","https://www.microsoft.com/downloads/details.aspx?familyid=32624f0b-abcd-460c-82e0-aabb793f1c9e"
"91108","Windows Vista Service Pack 2","https://www.microsoft.com/downloads/details.aspx?familyid=ccdc0b28-f4b9-4e17-a16d-30eb6f655879"
"91108","Windows Vista Service Pack 2","https://www.microsoft.com/downloads/details.aspx?familyid=0deb32dd-bd54-48d7-a03b-063620a3c75e"
"91108","Windows Vista Service Pack 2","https://www.microsoft.com/downloads/details.aspx?familyid=bfea6703-59fc-4e41-bccd-6a695992ba77"
"91108","Windows Server 2008 Service Pack 2","https://www.microsoft.com/downloads/details.aspx?familyid=595bdb98-441a-441a-a7d7-317c841e0102"
"91108","Windows Server 2008 Service Pack 2","https://www.microsoft.com/downloads/details.aspx?familyid=8f2c4237-4a43-43ca-915a-1d271995a5d8"
"91108","Windows Server 2008 Service Pack 2","https://www.microsoft.com/downloads/details.aspx?familyid=6bf0ad5d-2664-4ddb-8ad6-887ac82ba618"
"91108","Windows Server 2008 Service Pack 2","https://www.microsoft.com/downloads/details.aspx?familyid=32624f0b-abcd-460c-82e0-aabb793f1c9e"
"91108","Windows Server 2008 Service Pack 2","https://www.microsoft.com/downloads/details.aspx?familyid=ccdc0b28-f4b9-4e17-a16d-30eb6f655879"
"91108","Windows Server 2008 Service Pack 2","https://www.microsoft.com/downloads/details.aspx?familyid=0deb32dd-bd54-48d7-a03b-063620a3c75e"
"91108","Windows Server 2008 Service Pack 2","https://www.microsoft.com/downloads/details.aspx?familyid=bfea6703-59fc-4e41-bccd-6a695992ba77"
"91108","Windows 7 Service Pack 1","https://www.microsoft.com/downloads/details.aspx?familyid=bba29a25-c44f-4f46-8436-0e98a053b388"
"91108","Windows 7 Service Pack 1","https://www.microsoft.com/downloads/details.aspx?familyid=8f2c4237-4a43-43ca-915a-1d271995a5d8"
"91108","Windows 7 Service Pack 1","https://www.microsoft.com/downloads/details.aspx?familyid=6bf0ad5d-2664-4ddb-8ad6-887ac82ba618"
"91108","Windows 7 Service Pack 1","https://www.microsoft.com/downloads/details.aspx?familyid=32624f0b-abcd-460c-82e0-aabb793f1c9e"
"91108","Windows 7 Service Pack 1","https://www.microsoft.com/downloads/details.aspx?familyid=ccdc0b28-f4b9-4e17-a16d-30eb6f655879"
"91108","Windows 7 Service Pack 1","https://www.microsoft.com/downloads/details.aspx?familyid=0deb32dd-bd54-48d7-a03b-063620a3c75e"
"91108","Windows 7 Service Pack 1","https://www.microsoft.com/downloads/details.aspx?familyid=bfea6703-59fc-4e41-bccd-6a695992ba77"
"91108","Windows Server 2008 R2 for x64-based Systems Service Pack 1","https://www.microsoft.com/downloads/details.aspx?familyid=bba29a25-c44f-4f46-8436-0e98a053b388"
"91108","Windows Server 2008 R2 for x64-based Systems Service Pack 1","https://www.microsoft.com/downloads/details.aspx?familyid=8f2c4237-4a43-43ca-915a-1d271995a5d8"
"91108","Windows Server 2008 R2 for x64-based Systems Service Pack 1","https://www.microsoft.com/downloads/details.aspx?familyid=6bf0ad5d-2664-4ddb-8ad6-887ac82ba618"
"91108","Windows Server 2008 R2 for x64-based Systems Service Pack 1","https://www.microsoft.com/downloads/details.aspx?familyid=32624f0b-abcd-460c-82e0-aabb793f1c9e"
"91108","Windows Server 2008 R2 for x64-based Systems Service Pack 1","https://www.microsoft.com/downloads/details.aspx?familyid=ccdc0b28-f4b9-4e17-a16d-30eb6f655879"
"91108","Windows Server 2008 R2 for x64-based Systems Service Pack 1","https://www.microsoft.com/downloads/details.aspx?familyid=bfea6703-59fc-4e41-bccd-6a695992ba77"
"91108","Windows Server 2008 R2 for x64-based Systems Service Pack 1","https://www.microsoft.com/downloads/details.aspx?familyid=bfea6703-59fc-4e41-bccd-6a695992ba77"
"91108","Windows 8","https://www.microsoft.com/downloads/details.aspx?familyid=b94fb8b7-f3d2-4caa-becd-334f9577cccd"
"91108","Windows 8","https://www.microsoft.com/downloads/details.aspx?familyid=d56ff3e5-e0f8-432d-b0d9-d0a7c5086cae"
"91108","Windows 8","https://www.microsoft.com/downloads/details.aspx?familyid=842722e8-557a-4d0b-8081-60986ae0590a"
"91108","Windows 8","https://www.microsoft.com/downloads/details.aspx?familyid=5084e7d5-8852-4d22-9bb8-ddc1a30ac9c1"
"91108","Windows 8","https://www.microsoft.com/downloads/details.aspx?familyid=60144df3-f72e-4418-8d3e-20309c9ca47b"
"91108","Windows Server 2012","https://www.microsoft.com/downloads/details.aspx?familyid=b94fb8b7-f3d2-4caa-becd-334f9577cccd"
"91108","Windows Server 2012","https://www.microsoft.com/downloads/details.aspx?familyid=d56ff3e5-e0f8-432d-b0d9-d0a7c5086cae"
"91108","Windows Server 2012","https://www.microsoft.com/downloads/details.aspx?familyid=842722e8-557a-4d0b-8081-60986ae0590a"
"91108","Windows Server 2012","https://www.microsoft.com/downloads/details.aspx?familyid=5084e7d5-8852-4d22-9bb8-ddc1a30ac9c1"
"91108","Windows Server 2012","https://www.microsoft.com/downloads/details.aspx?familyid=60144df3-f72e-4418-8d3e-20309c9ca47b"
"87183",,"http://www-01.ibm.com/support/docview.wss?uid=swg21627634"
"110297",,"https://portal.msrc.microsoft.com/en-us/security-guidance"
"100309","Windows","https://portal.msrc.microsoft.com/en-us/security-guidance"
"100309","Windows 10","http://www.catalog.update.microsoft.com/Search.aspx?q=KB4015221"
"100309","Windows 10 (for x64-based Systems)","http://www.catalog.update.microsoft.com/Search.aspx?q=KB4015221"
"100309","Monthly Quality Rollup for Windows 8.1 for x64-based Systems","http://www.catalog.update.microsoft.com/Search.aspx?q=KB4015550"
"100309","Monthly Quality Rollup for Windows 8.1 for x64-based Systems","http://www.catalog.update.microsoft.com/Search.aspx?q=KB4015550"
"100309","Monthly Quality Rollup for Windows Server 2012 R2","http://www.catalog.update.microsoft.com/Search.aspx?q=KB4015550"
"100309","Windows Server 2016 for x64-based Systems","http://www.catalog.update.microsoft.com/Search.aspx?q=KB4015217"
"100309","Windows 10 Version 1607 for x64-based Systems","http://www.catalog.update.microsoft.com/Search.aspx?q=KB4015217"
"100309","Windows 10 Version 1607","http://www.catalog.update.microsoft.com/Search.aspx?q=KB4015217"
"100309","Windows 10 Version 1703 for x64-based Systems","http://www.catalog.update.microsoft.com/Search.aspx?q=KB4015583"
"100309","Windows 10 Version 1703","http://www.catalog.update.microsoft.com/Search.aspx?q=KB4015583"
"100309","Windows 10 Version 1511 for x64-based System","http://www.catalog.update.microsoft.com/Search.aspx?q=KB4015219"
"100309","Windows 10 Version 1511","http://www.catalog.update.microsoft.com/Search.aspx?q=KB4015219"
"100309","Monthly Quality Rollup for Windows Embedded 8 Standard for x64-based Systems","http://www.catalog.update.microsoft.com/Search.aspx?q=KB4015551"
"100309","Monthly Quality Rollup for Windows Embedded 8","http://www.catalog.update.microsoft.com/Search.aspx?q=KB4015551"
"100309","Monthly Quality Rollup for Windows Server 2012","http://www.catalog.update.microsoft.com/Search.aspx?q=KB4015551"
"100309","Windows Server 2008 R2 for x64-based Systems","http://www.catalog.update.microsoft.com/Search.aspx?q=KB4014661"
"100309","Windows 7 for x64-based Systems","http://www.catalog.update.microsoft.com/Search.aspx?q=KB4014661"
"100309","Windows 7","http://www.catalog.update.microsoft.com/Search.aspx?q=KB4014661"
"100309","Windows Vista for x64-based Systems","http://www.catalog.update.microsoft.com/Search.aspx?q=KB4014661"
"100309","Windows Vista","http://www.catalog.update.microsoft.com/Search.aspx?q=KB4014661"
"100309","Windows Server 2008 for x64-based Systems","http://www.catalog.update.microsoft.com/Search.aspx?q=KB4014661"
"100309","Windows Server 2008","http://www.catalog.update.microsoft.com/Search.aspx?q=KB4014661"
"100309","Windows Embedded 8 Standard","http://www.catalog.update.microsoft.com/Search.aspx?q=KB4014661"
"100309","Windows 8.1 for x64-based System","http://www.catalog.update.microsoft.com/Search.aspx?q=KB4014661"
"100309","Windows 8.1","http://www.catalog.update.microsoft.com/Search.aspx?q=KB4014661"
"100309","Windows Embedded 8 Standard for x64-based Systems","http://www.catalog.update.microsoft.com/Search.aspx?q=KB4014661"
"100309","Windows Server 2012","http://www.catalog.update.microsoft.com/Search.aspx?q=KB4014661"
"100309","Windows Embedded Standard 7 for x64-based Systems","http://www.catalog.update.microsoft.com/Search.aspx?q=KB4014661"
"100309","Windows Embedded Standard 7","http://www.catalog.update.microsoft.com/Search.aspx?q=KB4014661"
"91339","Windows Vista Service Pack 2","http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4012373"
"91339","Windows Vista x64 Edition Service Pack 2","http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4012373"
"91339","Windows 7 for 32-bit Systems Service Pack 1","http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4012212"
"91339","Windows 7 for 32-bit Systems Service Pack 1","http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4012215"
"91339","Windows 7 for x64-based Systems Service Pack 1","http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4012212"
"91339","Windows 7 for x64-based Systems Service Pack 1","http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4012215"
"91339","Windows Server 2008 for 32-bit Systems Service Pack 2","http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4012373"
"91339","Windows Server 2008 for x64-based Systems Service Pack 2","http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4012373"
"91339","Windows Server 2008 for Itanium-based Systems Service Pack 2","http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4012373"
"91339","Windows Server 2008 R2 for 32-bit Systems Service Pack 2","http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4012212"
"91339","Windows Server 2008 R2 for x64-based Systems Service Pack 2","http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4012215"
"91339","Windows Server 2008 R2 for Itanium-based Systems Service Pack 2","http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4012212"
"91339","Windows Server 2008 R2 for Itanium-based Systems Service Pack 2","http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4012215"
"91339","Windows 8.1 for 32-bit Systems","http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4012213"
"91339","Windows 8.1 for 32-bit Systems","http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4012216"
"91339","Windows 8.1 for x64-based Systems","http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4012213"
"91339","Windows 8.1 for x64-based Systems","http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4012216"
"91339","Windows Server 2012","http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4012214"
"91339","Windows Server 2012","http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4012217"
"91339","Windows Server 2012 R2","http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4012213"
"91339","Windows Server 2012 R2","http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4012216"
"91339","Windows 10 for 32-bit Systems","http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4012606"
"91339","Windows 10 for x64-based Systems","http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4012606"
"91339","Windows 10 Version 1511 for 32-bit Systems","http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4013198"
"91339","Windows 10 Version 1511 for x64-based Systems","http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4013198"
"91339","Windows 10 Version 1607 for 32-bit Systems","http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4013429"
"91339","Windows 10 Version 1607 for x64-based Systems","http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4013429"
"91339","Windows Server 2016 for x64-based Systems","http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4013429"
"91339","Windows Server 2008 R2 for x64-based Systems Service Pack 1","http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4012212"
"91339","Windows Server 2008 R2 for x64-based Systems Service Pack 1","http://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4012215"
"91353",,"http://www.catalog.update.microsoft.com/Search.aspx?q=4014981"
"91353",,"http://www.catalog.update.microsoft.com/Search.aspx?q=4014982"
"91353",,"http://www.catalog.update.microsoft.com/Search.aspx?q=4014983"
"91353",,"http://www.catalog.update.microsoft.com/Search.aspx?q=4015219"
